TagID,tagon_time,Type,EventID,start_time,sec_since_tagon,duration,BB_RMS,SPL_rms_fc_1000,SPL_rms_fc_1250,SPL_rms_fc_1600,SPL_rms_fc_2000,SPL_rms_fc_2500,SPL_rms_fc_3150,SPL_rms_fc_4000,SPL_rms_fc_5000,SPL_rms_fc_6300,SPL_rms_fc_8000
Zica-20191012-144029,2019-10-12T16:43:59Z,MFA,20191013-200509,2019-10-13T20:42:57Z,100727.66,1.13,123.00500072544997,NA,NA,NA,81.2429433510128,96.5349505098539,122.475553382336,113.484397138825,90.3735551687745,86.0365199226638,78.2589357692729
Zica-20191012-144029,2019-10-12T16:43:59Z,MFA,20191013-200509,2019-10-13T20:43:22Z,100752.15,0.87,118.23628320852293,NA,NA,NA,77.1590804567393,91.4641790953722,117.663826205704,109.04537764379,86.5810019771583,80.079077772792,NA
Zica-20191012-144029,2019-10-12T16:43:59Z,MFA,20191013-200509,2019-10-13T20:43:46Z,100776.64,0.84,120.58301192743212,NA,NA,NA,79.2558593243528,94.7826149341989,120.085510384674,110.78874535414,88.4592674570889,78.9126440275389,NA
Zica-20191012-144029,2019-10-12T16:43:59Z,MFA,20191013-200509,2019-10-13T20:44:11Z,100801.14,0.91,124.43066084250859,NA,NA,NA,82.7143446994002,98.4774640861087,124.000222093362,114.02378758391,91.9305080493365,85.1833180814145,75.9942136026069
Zica-20191012-144029,2019-10-12T16:43:59Z,MFA,20191013-200509,2019-10-13T20:44:35Z,100825.63,0.87,122.01185548538709,NA,NA,NA,80.6296667338019,96.0693067009868,121.555105681478,111.860407520537,88.9729520200542,82.9070524007199,74.6659958131007
Zica-20191012-144029,2019-10-12T16:43:59Z,MFA,20191013-200509,2019-10-13T20:45:00Z,100850.09,1.04,117.91448181278248,NA,NA,NA,76.6787889382811,91.3233444353003,117.393767682793,108.330284248481,85.5629510068284,77.5980727311796,NA
Zica-20191012-144029,2019-10-12T16:43:59Z,MFA,20191013-200509,2019-10-13T20:45:24Z,100874.63,0.91,115.10185831702678,NA,NA,NA,NA,88.4474263191885,114.558355213503,105.665272438368,86.0491003251612,80.8501378209403,NA
Zica-20191012-144029,2019-10-12T16:43:59Z,MFA,20191013-200509,2019-10-13T20:45:49Z,100899.19,0.87,118.47307573311488,NA,NA,NA,77.3677390103369,92.2045744029222,118.008717763129,108.380162896073,86.7825334809182,83.8077823260059,76.4876327553604
Zica-20191012-144029,2019-10-12T16:43:59Z,MFA,20191013-200509,2019-10-13T20:46:13Z,100923.62,1.2,117.8289312599849,NA,NA,NA,77.5436348499853,92.9938663871879,117.521085258227,105.921809897453,84.4978380606584,78.8956171610507,NA
Zica-20191012-144029,2019-10-12T16:43:59Z,MFA,20191013-200509,2019-10-13T20:46:38Z,100948.18,0.86,125.49040926089123,NA,NA,NA,84.7451675659225,101.176226358958,125.27432833495,111.952456842457,90.4983839565581,86.9648171278268,76.4875569165485
